Name,Platform,YearOfRelease,Genre,Publisher,Developer,NorthAmericaSales,EuropeSales,JapanSales,OtherSales,GlobalSales,CriticScore,UserScore,UserCount
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,Ghost Games,0.04,0.19,0,0.02,0.25,76,3.3,546
NCAA Football 14,X360,2013,Sports,Electronic Arts,EA Tiburon,1.01,0,0,0.08,1.09,77,5.8,74
NCAA Football 14,PS3,2013,Sports,Electronic Arts,EA Tiburon,0.75,0,0,0.09,0.84,77,6.2,40
NBA Live 14,PS4,2013,Sports,Electronic Arts,EA Sports,0.15,0.05,0,0.04,0.24,43,2.7,175
NBA Live 14,XOne,2013,Sports,Electronic Arts,EA Sports,0.16,0.02,0,0.02,0.2,36,3.1,88
NBA 2K14,X360,2013,Sports,Take-Two Interactive,Visual Concepts,2.1,0.19,0,0.23,2.52,87,4.9,150
NBA 2K14,PS3,2013,Sports,Take-Two Interactive,Visual Concepts,1.44,0.31,0.04,0.32,2.11,84,4.9,142
NBA 2K14,PS4,2013,Sports,Take-Two Interactive,Visual Concepts,0.89,0.31,0.01,0.23,1.45,85,6.5,368
NBA 2K14,XOne,2013,Sports,Take-Two Interactive,Visual Concepts,0.7,0.11,0,0.09,0.91,86,5.7,183
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,CyberConnect2,0.32,0.32,0.15,0.15,0.93,77,7.9,187
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,CyberConnect2,0.29,0.16,0.01,0.05,0.51,70,7.7,67
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,Compile Heart,0.02,0.01,0.04,0.01,0.07,57,6.4,56
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision,Black Lantern Studios,0,0.11,0,0.01,0.12,2,1,10
Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,Black Lantern Studios,0.03,0.03,0,0.01,0.06,6,2,3
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,Game Machine Studios,0.02,0,0,0,0.02,12,5.5,8
Monster High 13 Wishes,3DS,2013,Action,Little Orbit,Game Machine Studios,0,0.02,0,0,0.02,9,1,31
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.67,0,0,0.07,0.74,87,7.8,114
MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.1,0,0,0.02,0.11,75,7.5,21
Mind Zero,PSV,2013,Role-Playing,GungHo,Zerodiv,0.05,0,0.04,0.02,0.1,59,6,72
Metro: Last Light,PS3,2013,Action,Deep Silver,4A Games,0.14,0.18,0.03,0.07,0.42,80,8.2,508
Metro: Last Light,X360,2013,Action,Deep Silver,4A Games,0.17,0.15,0,0.03,0.35,80,8.4,440
Metro: Last Light,PC,2013,Action,Deep Silver,4A Games,0.06,0.11,0,0.02,0.19,82,8.6,2654
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,Konami,0.31,0.01,0.03,0.06,0.4,93,9,255
Metal Gear Rising: Revengeance,PS3,2013,Action,Konami Digital Entertainment,PlatinumGames,0.45,0.37,0.44,0.16,1.42,80,7.9,746
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,PlatinumGames,0.3,0.14,0,0.04,0.48,82,7.8,358
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,"Nintendo, Nd Cube",0.62,0.64,0.55,0.11,1.92,57,6.3,117
Madden NFL 25,X360,2013,Sports,Electronic Arts,EA Sports,1.98,0.06,0,0.19,2.23,80,5.6,136
Madden NFL 25,PS3,2013,Sports,Electronic Arts,EA Sports,1.6,0.03,0,0.24,1.87,76,4.1,91
Madden NFL 25,PS4,2013,Sports,Electronic Arts,EA Sports,0.63,0.13,0,0.15,0.9,74,5.2,118
Madden NFL 25,XOne,2013,Sports,Electronic Arts,EA Sports,0.67,0.05,0,0.08,0.81,73,5.9,111
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,Next Level Games,1.8,1.39,1.11,0.29,4.59,86,8.4,458
Lost Planet 3,PS3,2013,Shooter,Capcom,Spark Unlimited,0.07,0.05,0.06,0.02,0.21,61,5.5,102
Lost Planet 3,X360,2013,Shooter,Capcom,Spark Unlimited,0.07,0.03,0.01,0.01,0.12,58,5.8,142
Lost Planet 3,PC,2013,Shooter,Capcom,Spark Unlimited,0,0.04,0,0,0.04,61,6.2,210
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,Square Enix,0.31,0.2,0.45,0.11,1.07,66,5.9,552
Lightning Returns: Final Fantasy XIII,X360,2013,Role-Playing,Square Enix,Square Enix,0.15,0.08,0.01,0.02,0.27,69,6.6,222
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,TT Games,1.24,0.79,0,0.19,2.22,80,7.6,127
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.77,0.76,0.01,0.29,1.84,82,7.9,76
LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.59,0.76,0.01,0.26,1.62,83,7.7,262
LEGO Marvel Super Heroes,XOne,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.61,0.35,0,0.09,1.06,10,6.8,73
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.42,0.36,0.04,0.07,0.9,61,5.2,11
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.31,0.35,0.02,0.06,0.74,82,8,71
LEGO Marvel Super Heroes,DS,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.22,0.13,0,0.03,0.38,14,4.8,5
LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.04,0.12,0,0.01,0.17,78,8.1,124
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,TT Games,0.18,0.1,0,0.03,0.31,65,3.6,7
LEGO Legends of Chima: Laval's Journey,PSV,2013,Adventure,Warner Bros. Interactive Entertainment,TT Games,0.01,0.09,0,0.03,0.13,64,6.6,8
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown,TT Games,0,0.03,0,0,0.03,10,2,34
LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,Hellbent Games,0,0.04,0,0,0.04,43,8.3,4
LEGO City Undercover,WiiU,2013,Platform,Nintendo,TT Games,0.47,0.42,0.13,0.08,1.1,80,8.2,283
LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,TT Games,0.04,0.06,0,0.01,0.12,77,7.3,31
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,SCE Japan Studio,0.43,0.68,0.42,0.2,1.73,54,6.5,1074
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,Guerrilla,0.89,1.33,0.08,0.39,2.69,73,6.8,2102
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,Guerilla Cambridge,0.2,0.39,0.04,0.17,0.8,78,8.9,513
Killer is Dead,PS3,2013,Action,Deep Silver,Grasshopper Manufacture,0.12,0.03,0.05,0.03,0.23,64,7.9,215
Killer is Dead,X360,2013,Action,Deep Silver,Grasshopper Manufacture,0.08,0.02,0.01,0.01,0.12,64,7.2,144
Just Dance 2014,Wii,2013,Misc,Ubisoft,Ubisoft,1.88,1.39,0,0.31,3.59,14,6.2,10
Just Dance 2014,X360,2013,Misc,Ubisoft,Ubisoft,0.72,0.17,0,0.1,0.99,79,7.8,33
Just Dance 2014,WiiU,2013,Misc,Ubisoft,Ubisoft,0.31,0.23,0,0.05,0.6,72,7.6,45
Just Dance 2014,XOne,2013,Misc,Ubisoft,Ubisoft,0.3,0.11,0,0.04,0.45,71,7,58
Just Dance 2014,PS4,2013,Misc,Ubisoft,Ubisoft,0.19,0.16,0,0.07,0.41,75,5.5,51
Just Dance 2014,PS3,2013,Misc,Ubisoft,Ubisoft,0.17,0.14,0,0.06,0.38,77,7.1,25
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,Namco Bandai Games,CyberConnect2,0.05,0.02,0.5,0.01,0.58,71,8.3,55
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,Magenta Software,0,0.02,0,0,0.02,50,5,14
Invizimals: The Alliance,PSV,2013,Action,Sony Computer Entertainment,Novarama,0,0.06,0,0.02,0.08,69,6.8,10
Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.97,0.3,0,0.11,1.38,81,7.9,362
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.48,0.5,0.01,0.2,1.18,78,7.9,282
Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.09,0.08,0,0.02,0.19,82,7.9,112
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,TOYBOX,0.23,0.12,0.04,0.04,0.43,47,6,24
Hitman: HD Trilogy,PS3,2013,Action,Square Enix,Io Interactive,0.07,0.09,0,0.04,0.21,71,7.6,46
Hitman: HD Trilogy,X360,2013,Action,Square Enix,Io Interactive,0.07,0.08,0,0.02,0.17,69,7.2,45
Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,Sega,0.08,0,0.19,0.02,0.28,73,8.4,108
GRID 2,PS3,2013,Racing,Codemasters,Codemasters,0.07,0.22,0.01,0.08,0.37,82,6.6,173
GRID 2,X360,2013,Racing,Codemasters,Codemasters,0.08,0.16,0,0.03,0.27,78,5.8,156
GRID 2,PC,2013,Racing,Codemasters,Codemasters,0,0.06,0,0.01,0.06,80,5.7,571
Grand Theft Auto V,PS3,2013,Action,Take-Two Interactive,Rockstar North,7.02,9.09,0.98,3.96,21.04,97,8.2,3994
Grand Theft Auto V,X360,2013,Action,Take-Two Interactive,Rockstar North,9.66,5.14,0.06,1.41,16.27,97,8.1,3711
Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,Polyphony Digital,0.72,1.67,0.4,0.44,3.23,81,7.7,758
Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,Daedalic Entertainment,0,0.06,0,0,0.07,80,7.9,171
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,SCE Santa Monica,1.23,0.63,0.04,0.35,2.25,80,7.5,914
Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,Epic Games,0.92,0.5,0.03,0.12,1.57,79,5.4,779
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios,Turn 10,1.21,0.79,0.01,0.19,2.2,79,5.9,1095
Football Manager 2014,PC,2013,Sports,Sega,Sports Interactive,0,0.6,0,0.03,0.64,85,5.5,275
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,Koei,0,0,0.02,0,0.02,40,5.8,18
Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,Virtuos,0.43,0.36,0.32,0.16,1.27,85,8.5,332
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,Virtuos,0.16,0.24,0.28,0.12,0.8,86,8.5,223
Fighter Within,XOne,2013,Fighting,Ubisoft,Ubisoft,0.11,0.07,0,0.02,0.19,23,3,211
FIFA 14,PS3,2013,Sports,Electronic Arts,EA Canada,0.78,4.24,0.07,1.37,6.47,86,4.3,576
FIFA 14,X360,2013,Sports,Electronic Arts,EA Canada,0.92,2.89,0.01,0.4,4.22,84,4.2,435
FIFA 14,PS4,2013,Sports,Electronic Arts,EA Canada,0.61,1.85,0.11,0.44,3.01,87,6.3,616
FIFA 14,XOne,2013,Sports,Electronic Arts,EA Canada,0.41,0.66,0,0.09,1.16,88,5.8,328
FIFA 14,PSV,2013,Sports,Electronic Arts,EA Canada,0.08,0.23,0.01,0.09,0.41,15,1.8,69
FIFA 14,PC,2013,Sports,Electronic Arts,EA Canada,0.01,0.36,0,0.03,0.4,87,4.6,441
FIFA 14,Wii,2013,Sports,Electronic Arts,EA Canada,0,0.36,0,0.02,0.38,14,4.3,19
FIFA 14,PSP,2013,Sports,Electronic Arts,EA Canada,0,0.15,0,0.04,0.19,1,3.4,23
Farming Simulator 2013,X360,2013,Simulation,Focus Home Interactive,Giants Software,0.22,0.13,0,0.04,0.38,33,6.2,30
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,Giants Software,0,0.09,0.02,0.02,0.14,40,2.9,9
Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,Compile Heart,0.05,0.03,0.09,0.02,0.19,65,7.4,50
F1 2013,PS3,2013,Racing,Codemasters,Codemasters Birmingham,0.01,0.42,0.03,0.09,0.54,77,6.3,40
F1 2013,X360,2013,Racing,Codemasters,Codemasters,0.01,0.27,0,0.02,0.3,79,6.6,33
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,Atlus,0.1,0.01,0.14,0.01,0.26,80,8.2,89
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher,Sandlot,0.04,0.02,0.27,0.01,0.35,69,7.5,52
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,Sandlot,0.06,0.03,0.05,0.01,0.15,68,8.1,63
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,Omega Force,0,0,0.23,0,0.23,64,7.5,25
Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,Omega Force,0.02,0.02,0.11,0.01,0.16,68,6.8,9
Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,Omega Force,0.12,0.1,0.34,0.05,0.6,68,8.5,75
Dynasty Warriors 8,X360,2013,Action,Tecmo Koei,Omega Force,0.09,0.05,0,0.01,0.15,65,7.5,35
DuckTales: Remastered,WiiU,2013,Action,Capcom,WayForward,0.06,0,0,0.01,0.06,76,7.9,100
DuckTales: Remastered,PS3,2013,Action,Capcom,WayForward,0.01,0.03,0,0.01,0.05,75,7.4,135
DuckTales: Remastered,PC,2013,Action,Capcom,WayForward,0,0.01,0,0,0.02,66,7.6,152
Drakengard 3,PS3,2013,Role-Playing,Square Enix,Access Games,0.1,0,0.19,0.02,0.31,61,7.7,237
Dragon's Crown,PS3,2013,Role-Playing,Nippon Ichi Software,Vanillaware,0.25,0.07,0.17,0.05,0.53,82,8.3,288
Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software,Vanillaware,0.14,0.05,0.12,0.05,0.35,78,8.4,198
Doki-Doki Universe,PSV,2013,Adventure,Sony Computer Entertainment,SCEA,0,0.01,0,0,0.01,66,5.7,16
DmC: Devil May Cry,PS3,2013,Action,Capcom,Ninja Theory,0.24,0.26,0.19,0.1,0.79,85,5.3,1471
DmC: Devil May Cry,X360,2013,Action,Capcom,Ninja Theory,0.26,0.12,0.01,0.04,0.44,86,5.1,1438
Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,TOSE,0.11,0.08,0,0.02,0.21,5,1,21
Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,Behaviour Interactive,0.14,0.04,0,0.02,0.2,51,5.3,9
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,Behaviour Interactive,0.07,0.06,0,0.01,0.14,12,2,22
Disney's Planes,3DS,2013,Simulation,Disney Interactive Studios,TOSE,0.04,0.03,0,0.01,0.07,7,4.3,6
Disney Magical World,3DS,2013,Adventure,Nintendo,h.a.n.d. Inc.,0.17,0.2,0.53,0.03,0.92,71,7.5,21
Disney Infinity,Wii,2013,Action,Disney Interactive Studios,Avalanche Software,1.05,0.41,0,0.14,1.6,5,4.2,24
Disney Infinity,X360,2013,Action,Disney Interactive Studios,Avalanche Software,0.97,0.34,0,0.13,1.44,74,6.5,79
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,Avalanche Software,0.49,0.32,0,0.16,0.97,75,5.9,47
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,Avalanche Software,0.33,0.22,0,0.05,0.6,71,7.6,58
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,0.09,0,0.1,0.02,0.21,74,8.1,61
Diablo III,PS3,2013,Role-Playing,Activision,Blizzard Entertainment,0.72,0.75,0.15,0.29,1.91,86,6.4,557
Diablo III,X360,2013,Role-Playing,Activision,Blizzard Entertainment,0.9,0.39,0,0.12,1.41,87,6.6,384
Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,Experience Inc.,0.04,0.02,0.08,0.02,0.17,70,7.4,129
Defiance,X360,2013,Shooter,Trion Worlds,Trion Worlds,0.38,0.14,0,0.05,0.57,60,7.2,249
Defiance,PS3,2013,Shooter,Trion Worlds,Trion Worlds,0.19,0.1,0,0.06,0.35,59,6.9,145
Defiance,PC,2013,Shooter,Trion Worlds,Trion Worlds,0.14,0.04,0,0.02,0.21,64,6.5,661
Deadpool,PS3,2013,Action,Activision,High Moon Studios,0.23,0.14,0,0.08,0.45,61,7.2,221
Deadpool,X360,2013,Action,Activision,High Moon Studios,0.26,0.13,0,0.04,0.43,62,7.4,368
Dead Space 3,X360,2013,Action,Electronic Arts,Visceral Games,0.64,0.26,0,0.08,0.98,78,6.4,694
Dead Space 3,PS3,2013,Action,Electronic Arts,Visceral Games,0.44,0.36,0,0.16,0.96,76,6.4,522
Dead Rising 3,XOne,2013,Action,Microsoft Game Studios,Capcom Vancouver,1.06,0.35,0.01,0.15,1.57,78,6.8,908
Dead Island: Riptide,X360,2013,Action,Deep Silver,Techland,0.44,0.26,0.01,0.07,0.78,57,6.3,192
Dead Island: Riptide,PS3,2013,Action,Deep Silver,Techland,0.26,0.19,0.07,0.09,0.6,62,5.9,140
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,Iron Galaxy Studios,0,0,0.03,0,0.03,80,7.3,27
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,Spike Chunsoft,0.09,0.05,0.15,0.04,0.33,80,8.1,235
Crysis 3,X360,2013,Shooter,Electronic Arts,Crytek,0.51,0.31,0.01,0.08,0.9,76,6.7,344
Crysis 3,PS3,2013,Shooter,Electronic Arts,Crytek,0.26,0.42,0.03,0.16,0.87,77,6.3,288
Crysis 3,PC,2013,Shooter,Electronic Arts,Crytek,0.17,0.39,0,0.07,0.63,76,6.5,1223
Criminal Girls: Invite Only,PSV,2013,Role-Playing,Nippon Ichi Software,"Image Epoch, Imageepoch",0.01,0.01,0.04,0.01,0.06,55,6.7,37
Contrast,PC,2013,Platform,Focus Home Interactive,Compulsion Games,0,0.01,0,0,0.01,62,7.7,169
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,Spike,0.1,0,0.04,0.03,0.17,62,7.6,118
Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,Spike,0.09,0,0.03,0.01,0.12,62,7.7,44
Company of Heroes 2,PC,2013,Strategy,THQ,Relic,0.06,0.25,0,0.04,0.34,80,2.1,6157
Call of Duty: Ghosts,X360,2013,Shooter,Activision,Infinity Ward,6.73,2.56,0.04,0.91,10.25,73,2.6,2117
Call of Duty: Ghosts,PS3,2013,Shooter,Activision,Infinity Ward,4.1,3.63,0.38,1.25,9.36,71,2.6,1047
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,Infinity Ward,1.78,1.43,0.05,0.57,3.83,78,3.7,1564
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,Infinity Ward,1.88,0.77,0,0.27,2.92,78,4.3,700
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision,Treyarch,0.22,0.09,0.01,0.03,0.34,69,3.4,256
Caladrius,X360,2013,Shooter,Moss,Moss,0,0,0.01,0,0.01,6,1,4
BlazBlue: Chrono Phantasma,PS3,2013,Fighting,Arc System Works,Arc System Works,0.14,0,0.14,0.03,0.3,83,8.3,64
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,Irrational Games,1.22,0.54,0.02,0.16,1.93,93,8.5,1647
BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,Irrational Games,0.72,0.65,0.04,0.28,1.69,94,8.5,1863
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,Irrational Games,0.29,0.3,0,0.07,0.66,94,8.5,7322
Beyond: Two Souls,PS3,2013,Adventure,Sony Computer Entertainment,Quantic Dream,0.52,0.8,0.06,0.26,1.63,70,8.1,2652
Beyblade Evolution,3DS,2013,Action,Rising Star Games,Rising Star Games,0.02,0.01,0,0,0.04,49,6.3,4
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,1st Playable Productions,0,0.02,0,0,0.02,7,7.6,5
Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,High Voltage Software,0,0.01,0,0,0.01,10,5.1,9
Battlefield 4,PS4,2013,Shooter,Electronic Arts,EA DICE,1.35,1.55,0.17,0.51,3.59,85,6.9,1580
Battlefield 4,PS3,2013,Shooter,Electronic Arts,EA DICE,1.3,1.42,0.27,0.5,3.49,80,5.8,579
Battlefield 4,X360,2013,Shooter,Electronic Arts,EA DICE,2.15,1.01,0.02,0.31,3.48,79,5.6,542
Battlefield 4,XOne,2013,Shooter,Electronic Arts,EA DICE,1.25,0.58,0,0.19,2.02,81,6.6,480
Battlefield 4,PC,2013,Shooter,Electronic Arts,EA DICE,0.39,0.87,0,0.1,1.35,81,6,3517
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,ApolloSoft,0,0,0.02,0,0.02,69,7.9,25
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,0.16,0.17,0,0.1,0.42,61,6.8,106
Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,Armature Studio,0.16,0.09,0,0.02,0.27,68,6.8,38
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,1.07,0.8,0.04,0.38,2.29,76,7.7,668
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,WB Games Montreal,1.15,0.56,0,0.17,1.88,74,7.5,685
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,Iron Galaxy Studios,0.13,0.16,0,0.02,0.31,74,7.5,1170
Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,Human Head Studios,0.19,0.09,0,0.03,0.31,68,7.4,127
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,Spike Chunsoft,0,0,0.42,0,0.42,46,4.5,34
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,8.1,840
Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,Ubisoft,1.9,1.11,0.01,0.29,3.3,86,7.9,701
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,Ubisoft,1.07,1.31,0.06,0.42,2.85,83,7.8,1530
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft,Ubisoft,1.48,0.55,0,0.21,2.23,6,7.4,355
Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,Ubisoft,0.22,0.38,0,0.05,0.64,84,7.7,1470
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft,Ubisoft,0.17,0.09,0,0.03,0.29,86,7.7,207
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,Visceral Games,0.11,0.11,0.01,0.05,0.28,58,6.7,100
Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,Visceral Games,0.16,0.07,0,0.02,0.26,54,6.2,195
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,From Software,0,0,0.12,0,0.12,66,7.4,28
ArmA III,PC,2013,Shooter,Bohemia Interactive,Bohemia Interactive,0,0.1,0,0.01,0.11,74,7.4,866
Angry Birds Star Wars,3DS,2013,Strategy,Activision,Exient Entertainment,0.15,0.15,0,0.03,0.34,14,3,8
Angry Birds Star Wars,PS3,2013,Strategy,Activision,Exient Entertainment,0.1,0.14,0,0.05,0.29,49,3.6,23
Angry Birds Star Wars,X360,2013,Strategy,Activision,Exient Entertainment,0.16,0.1,0,0.02,0.28,59,5.6,25
Angry Birds Star Wars,Wii,2013,Strategy,Activision,Exient Entertainment,0.15,0.09,0,0.02,0.26,6,2.8,5
Angry Birds Star Wars,PS4,2013,Strategy,Activision,Exient Entertainment,0.1,0.08,0,0.04,0.21,47,2,87
Angry Birds Star Wars,XOne,2013,Strategy,Activision,Exient Entertainment,0.11,0.04,0,0.02,0.16,53,6.9,63
Angry Birds Star Wars,WiiU,2013,Strategy,Activision,Exient Entertainment,0.05,0.04,0,0.01,0.1,11,6.8,17
Angry Birds Star Wars,PSV,2013,Strategy,Activision,Exient Entertainment,0.03,0.03,0,0.02,0.08,6,2,13
Aliens: Colonial Marines,X360,2013,Shooter,Sega,Gearbox Software,0.36,0.34,0,0.07,0.77,48,3.8,449
Aliens: Colonial Marines,PS3,2013,Shooter,Sega,Gearbox Software,0.2,0.29,0,0.11,0.6,43,3.6,295
Aliens: Colonial Marines,PC,2013,Shooter,Sega,Gearbox Software,0.1,0.06,0,0.02,0.18,45,3.5,1156
Yoshi's New Island,3DS,2014,Platform,Nintendo,Arzest,0.48,0.53,0.28,0.09,1.38,64,6.1,155
Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,"Spark Unlimited, comcept",0.05,0.03,0,0.02,0.09,43,4.5,84
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,"Spark Unlimited, comcept",0.03,0.01,0,0,0.05,50,5.3,43
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,Yuke's,0.39,0.57,0,0.19,1.15,62,5.1,164
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,Yuke's,0.36,0.29,0,0.13,0.78,55,3.1,57
WWE 2K15,X360,2014,Sports,Take-Two Interactive,Yuke's,0.38,0.2,0,0.06,0.64,50,4,65
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,Yuke's,0.29,0.23,0,0.05,0.57,56,5.7,63
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,Blizzard Entertainment,0.08,0.36,0,0.03,0.47,87,5.9,1154
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,MachineGames,0.47,0.8,0.03,0.24,1.55,79,8.1,1116
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,MachineGames,0.34,0.28,0,0.06,0.68,79,7.8,397
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,MachineGames,0.13,0.29,0,0.03,0.45,81,8.2,1647
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,MachineGames,0.14,0.21,0.02,0.07,0.44,3,7.1,115
Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,MachineGames,0.18,0.17,0,0.03,0.38,12,7.4,98
Winx Club: Saving Alfea ,3DS,2014,Action,Namco Bandai Games,Little Orbit,0,0.01,0,0,0.01,15,2,34
Wildstar,PC,2014,Role-Playing,NCSoft,Carbine Studios,0.08,0.07,0,0.01,0.16,82,7.4,965
Wii Sports Club,WiiU,2014,Sports,Nintendo,Nintendo,0.17,0.14,0.04,0.03,0.38,68,7,106
Watch Dogs,PS4,2014,Action,Ubisoft,Ubisoft Montreal,1.4,1.9,0.11,0.64,4.05,80,6.3,2996
Watch Dogs,PS3,2014,Action,Ubisoft,Ubisoft Montreal,0.56,0.81,0.1,0.27,1.74,8,5.1,383
